account_name,statement_type
Variação Monetária e Juros,DFC
Variação Monetária e Juros s/ Credores da Concessão,DFC
"Variação Monetária e Juros, Líquidos",DFC
Variação Partes Relacionadas,DFC
Variação Reservas Técnicas de Sinistros,DFC
Variação Valor dos Ativos Biológicos,DFC
Variação caixa advindo de mudança percentual na reorganização societária,DFC
Variação cambial,DFC
Variação cambial de captações,DFC
Variação cambial de contas a receber,DFC
Variação cambial de depósito caução e outras contas a receber e a pagar,DFC
Variação cambial de empréstimos,DFC
Variação cambial de empréstimos e financiamentos,DFC
Variação cambial de instrumentos financeiros,DFC
Variação cambial de investimento,DFC
Variação cambial de obrigações por empréstimos e repasses,DFC
Variação cambial de partes relacionadas,DFC
Variação cambial de títulos e valores mobiliários,DFC
Variação cambial do contas a receber,DFC
Variação cambial do permanente,DFC
Variação cambial e baixas sobre arrendamentos,DFC
Variação cambial e correção monetária,DFC
Variação cambial e outros,DFC
Variação cambial e outros resultados financeiros,DFC
Variação cambial em títulos e valores mobiliários,DFC
Variação cambial empréstimos e financiamentos,DFC
Variação cambial liquida,DFC
Variação cambial líquida,DFC
Variação cambial não realizada,DFC
Variação cambial não realizada de emprestimo,DFC
Variação cambial não realizada em empréstimos,DFC
Variação cambial não realizada em fornecedores e clientes,DFC
Variação cambial não realizada sobre empréstimos e financiamentos,DFC
Variação cambial paga sobre debêntures,DFC
Variação cambial s/ financiamentos,DFC
Variação cambial sobre a dívida,DFC
Variação cambial sobre ativos financeiros,DFC
Variação cambial sobre caixa e equivalente de caixa,DFC
Variação cambial sobre caixa e equivalentes de caixa,DFC
Variação cambial sobre empréstimos,DFC
"Variação cambial sobre empréstimos, financiamentos einstrumentos financeiros",DFC
Variação cambial sobre financiamentos,DFC
Variação cambial sobre imobilizado e intangível,DFC
Variação cambial sobre investimento,DFC
Variação cambial sobre investimento líquido,DFC
"Variação cambial, líquida",DFC
Variação da Participação de Acionistas não Controladores,DFC
Variação da Participação dos Acionistas Minoritários,DFC
Variação da Provisão de Eventos/Sinistros  Ocorridos e não Avisados (PEONA),DFC
Variação da participação dos acionistas minoritários,DFC
Variação da provisão para perdas de crédito esperadas,DFC
Variação das Propriedades para Investimento,DFC
Variação das Provisões Técnicas,DFC
Variação de Adiantamento a Clientes,DFC
Variação de Adiantamento a Fornecedores,DFC
Variação de Adiantamento de Clientes,DFC
Variação de Adiantamento de Fornecedores,DFC
Variação de Aplicações Financeiras sem Liquidez Imediata,DFC
Variação de Ativo Imobilizado,DFC
Variação de Ativos e Passivos Mantidos para Venda,DFC
Variação de Ativos e Passivos Oper. Descontinuadas,DFC
Variação de Clientes,DFC
Variação de Credores Plano de Parcelamento,DFC
Variação de Credores por Produtos a Entregar,DFC
Variação de Depósitos Judiciais,DFC
Variação de Despesas Antecipadas,DFC
Variação de Despesas Pagas Antecipadamente,DFC
Variação de Débito de Partes Relacionadas,DFC
Variação de Débitos Trabalhistas/Civis,DFC
Variação de Estoques,DFC
Variação de Fornecedores,DFC
Variação de Fornecedores de Ativo Fixo,DFC
Variação de Honorários Administradores,DFC
Variação de Impostos a Recuperar,DFC
Variação de Impostos a Recuperar Circulante,DFC
Variação de Impostos a Recuperar Não Circulante,DFC
Variação de Impostos e Contribuições Passivo Circulante,DFC
"Variação de Impostos, Taxas e Contribuições",DFC
Variação de Instituições Financeiras,DFC
Variação de Investimentos,DFC
Variação de Obrigações a Pagar por Contratos,DFC
Variação de Outras Contas a Pagar,DFC
Variação de Outras Contas a Receber,DFC
Variação de Outros Ativos Circulantes,DFC
Variação de Outros Ativos Não Circulante,DFC
Variação de Outros Passivos Circulantes,DFC
Variação de Outros Passivos Não Circulantes,DFC
Variação de Parcelamentos Federais Não Circulantes,DFC
Variação de Parcelamentos Federais Passivo Circulante,DFC
Variação de Partes Relacionadas,DFC
Variação de Percentual de Investidas,DFC
Variação de Provisão para Contingências,DFC
Variação de Quotas de Fundo Imobiliário,DFC
Variação de Salários a Pagar e Provisões,DFC
Variação de Titulos a Receber,DFC
Variação de aplicações financeiras,DFC
Variação de ativos de resseguro,DFC
Variação de capital de giro em aquisição/incorporação,DFC
Variação de contas a pagar,DFC
Variação de créditos tributários e previdenciários,DFC
Variação de custos de comercialização diferidos,DFC
Variação de depósitos judiciais e fiscais,DFC
Variação de empréstimos e financiamentos,DFC
Variação de impostos e contribuições diferidos,DFC
Variação de investimento no exterior,DFC
Variação de outras provisões,DFC
Variação de outros ativos/passivos,DFC
Variação de outros passivos circulantes,DFC
Variação de participação de acionistas não controladores,DFC
Variação de passivos de seguros e resseguros,DFC
Variação de provisões judiciais,DFC
Variação de provisões técnicas de seguros,DFC
Variação de recebíveis,DFC
Variação de salvados a venda,DFC
Variação de titulos e valores mobiliarios,DFC
Variação de tributos,DFC
Variação do Ativo Imobilizado,DFC
Variação do Ativo Intangível,DFC
Variação do Ativo Propriedade para Investimento,DFC
Variação do Crédito ao Consumidor Concedido pela Empresa de Soluções Financeiras,DFC
Variação do Patrimônio Líquido,DFC
Variação do Valor Justo das Propriedades para Investimentos,DFC
Variação do Valor Justo de Propriedades para Investimento,DFC
Variação do Valor Justo de Propriedades para Investimentos,DFC
Variação do Valor Justo dos Ativos Biológicos,DFC
Variação do Valor Justo dos Ativos Biológicos e Produto Agrícola,DFC
Variação do Valor Justo dos Ativos Bológicos,DFC
Variação do arrendamento a pagar,DFC
Variação do imobilizado liquido e intangivel,DFC
Variação do investimento,DFC
Variação do valor justo das propriedades para investimentos,DFC
Variação do valor justo de ativo biológico,DFC
Variação do valor justo de derivativos,DFC
Variação do valor justo de instrumentos financeiros derivativos (Opções de Venda),DFC
Variação do valor justo de instrumentos financeiros derivativos (Swap),DFC
Variação do valor justo de propriedades para investimento,DFC
Variação do valor justo dos Ativos biológicos,DFC
Variação do valor justo dos ativos biológicos,DFC
Variação dos Ativos Biológicos,DFC
Variação dos Investimentos em Títulos do Governo,DFC
Variação dos ativos e passivos de operação descontinuada,DFC
Variação dos depositos judiciais,DFC
Variação dos ganhos e perdas não realizados em operação de Trading,DFC
Variação em Cheques a Compensar,DFC
Variação em Derivativos,DFC
Variação em Dividendos,DFC
Variação em Empréstimos e Financiamentos,DFC
Variação em Investimentos Diversos,DFC
Variação em Saques negociados,DFC
Variação em Títulos descontados,DFC
Variação em outros passivos,DFC
Variação instrumentos financeiros derivativos,DFC
Variação liquida da provisão de glosas e inadimplência,DFC
Variação líquida das despesas antecipadas,DFC
Variação líquida das operações descontinuadas,DFC
Variação líquida do Ativo Financeiro e Contratual,DFC
Variação líquida em aplicações em operações compromissadas,DFC
Variação líquida em ativos financeiros ao VJR,DFC
Variação líquida em ativos financeiros mantidos até o vencimento,DFC
Variação líquida em ativos não correntes disponíveis para venda,DFC
Variação líquida em depósitos de clientes,DFC
Variação líquida em empréstimos a clientes,DFC
Variação líquida em empréstimos a instituições financeiras,DFC
Variação líquida em obrigações por emissão de títulos e valores mobiliários e outras obrigações,DFC
Variação líquida em obrigações por operações compromissadas,DFC
Variação líquida em outros ativos,DFC
Variação líquida em outros passivos,DFC
Variação líquida em passivos financeiros ao VJR,DFC
Variação líquida em valores a pagar a instituições financeiras,DFC
Variação monetária,DFC
Variação monetária P&Dativos,DFC
Variação monetária Tusd-g,DFC
Variação monetária de Obrigações com Poder Concedente,DFC
Variação monetária de impostos a recuperar,DFC
Variação monetária e cambial,DFC
Variação monetária e cambial de adiantamento a produtores,DFC
"Variação monetária e juros, líquidos",DFC
Variação monetária em Títulos e valores mobiliários,DFC
Variação monetária referente a inadimplência CCEE,DFC
Variação monetária referente a indenização socioambiental,DFC
Variação monetária referente a liminar GSF,DFC
Variação monetária sobre debêntures,DFC
Variação monetária sobre depósitos judiciais,DFC
Variação monetária sobre provisão para riscos,DFC
"Variação monetária, cambial e encargos",DFC
"Variação monetária, cambial e juros",DFC
"Variação monetária, cambial e juros não realizados",DFC
"Variação monetárias, cambiais e encargos - líquidos",DFC
Variação na Participação de Não Controladores,DFC
Variação na Participação dos Minoritários,DFC
Variação na participação de nao controladores,DFC
Variação no Capital de Giro,DFC
Variação no Valor Justo das Propriedades para Investimentos,DFC
Variação no Valor Justo de Propriedades para Investimento,DFC
Variação no saldo de oper. sujeitas a regime fiduciário,DFC
Variação no valor justo de ativos biológicos,DFC
Variação no valor justo de commodities,DFC
Variação no valor justo de propriedade para investimentos,DFC
Variação no valor justo dos contratos a termo,DFC
Variação nos Ativos,DFC
Variação nos Passivos,DFC
Variação nos ativos e passivos operacionais,DFC
Variação provisões técnicas,DFC
Variação sobre Empréstimos e arrendamentos,DFC
"Variação sobre Empréstimos, Arrendamentos",DFC
Variação swap,DFC
Variação valor justo Hedge,DFC
Variaçãoes Cambiais,DFC
Variação do valor justo dos ativos biológicos,DFC
Variações Cambiais,DFC
Variações Cambiais de Ativos e Passivos,DFC
Variações Cambiais de Instrumentos Financeiros Derivativos,DFC
Variações Cambiais pagas,DFC
Variações Cambiais sobre Fornecedores estrangeiros,DFC
Variações Contas a Receber Clientes,DFC
Variações Depósitos Judiciais,DFC
Variações Estoques,DFC
Variações Fornecedores,DFC
Variações Monetárias,DFC
Variações Monetárias Cambiais,DFC
Variações Monetárias Líquidas,DFC
Variações Monetárias de Ativos e Passivos,DFC
Variações Monetárias do Passivo Não Circulante,DFC
Variações Monetárias e Cambiais,DFC
Variações Monetárias e Cambiais de Empréstimos de Longo Prazo,DFC
"Variações Monetárias e Encargos sobre Empréstimos, Financiamentos e Debêntures",DFC
"Variações Monetárias, Líquidas",DFC
Variações Tributos a Recolher,DFC
Variações cambiais,DFC
Variações cambiais e monetárias,DFC
"Variações cambiais e monetárias, líquidas",DFC
Variações cambiais não realizadas,DFC
Variações cambiais sobre empréstimo com parte relacionada,DFC
"Variações cambiais, líquidas",DFC
"Variações cambiais,monetárias e encargos financeiros não realizados e outras",DFC
Variações de ativos e passivos de operações descontinuadas,DFC
Variações em contas a pagar,DFC
Variações monetárias,DFC
"Variações monetárias cambiais e juros, líquidos",DFC
"Variações monetárias de contratos com empresas ligadas, operações não comerciais",DFC
Variações monetárias e cambiais,DFC
Variações monetárias e cambiais líquidas,DFC
"Variações monetárias e encargos, líquidos",DFC
Variações monetárias líquidas,DFC
Variações monetárias sobre empréstimos e financiamentos,DFC
"Variações monetárias/cambial de empréstimos, financiamentos e debêntures",DFC
Variações nas contas a receber e outros crédito,DFC
Variações no capital de giro,DFC
Variações no resultado não realizado de derivativos a valor justo por meio do resultado,DFC
Variações nos Ativos e Passivos,DFC
Variações nos fornecedores e outras contas a pagar,DFC
Vemda de ações em tesouraria pelo exercício de opção de compra,DFC
Venc./Amort. de instrumento de dividas - Custo Amortizado,DFC
Vencimento de Ativos Financeiros ao Custo Amortizado,DFC
Venda (Recompra) de Ações da Tesouraria,DFC
Venda (aquisição) de investimentos avaliados ao valor justo por meio do resultado,DFC
Venda (compra) de participação societária,DFC
Venda Imobilizado / Investimento,DFC
Venda créditos de prejuízos fiscais,DFC
Venda de Ativo Imobilizado,DFC
Venda de Ativo Intangível,DFC
Venda de Ativo Permanente,DFC
Venda de Ativo não circulante,DFC
Venda de Ativos,DFC
Venda de Ativos Financeiros ao VJORA,DFC
Venda de Ações Próprias,DFC
Venda de Ações em Tesouraria,DFC
Venda de Bens do Ativo Imobilizado e Intangível,DFC
Venda de Bens do Imobilizado,DFC
Venda de Imobilizado,DFC
Venda de Marcas a Receber,DFC
Venda de Outros Investimentos,DFC
Venda de Participação em Controlada com Perda de Controle,DFC
Venda de Títulos e Valores Mobiliários,DFC
Venda de ativo imobiliado,DFC
Venda de ativo imobilizado,DFC
Venda de ativo imobilizado e intangível,DFC
Venda de ativos de natureza permanentes,DFC
Venda de ativos imobilizados e intangíveis,DFC
Venda de ações,DFC
Venda de ações da Dommo pela OGpar,DFC
Venda de ações em tesouraria,DFC
Venda de ações em tesouraria pelo exercício de opção de compra,DFC
Venda de bens do ativo imobilizado e intangível,DFC
Venda de bens do imobilizado,DFC
Venda de contrato de exclusividade e direito de exploracao,DFC
Venda de controlada,DFC
"Venda de controlada, líquida",DFC
Venda de imobilizado,DFC
Venda de imobilizado e intangíveis,DFC
Venda de imobilizado e investimentos,DFC
Venda de instrumentos financeiros,DFC
Venda de investimento,DFC
Venda de investimento (controladas),DFC
Venda de investimento na controlada,DFC
Venda de participação societária,DFC
Venda de participações societária,DFC
Venda de participações societárias,DFC
Venda de propriedade para investimento,DFC
Venda de quotas sociais por não controladores,DFC
Venda de títulos e valores mobiliários,DFC
Venda imobilizado,DFC
Venda ou recompra de Ações,DFC
Vendas de Bens do Ativo Imobilizado e Propriedade para Investimentos,DFC
Vendas de Imobilizados,DFC
Vendas de Investimentos,DFC
Vendas e resgates de investimentos ao valor justo por meio do resultado,DFC
Vendas e resgates de investimentos disponíveis para venda,DFC
Vesting dos pagamentos baseados em ações,DFC
Vlr. Residual do At. Não Circulante,DFC
Vr. residual de ativos permanentes baixados,DFC
aumento/(redução) - NC/ Obrigações tributárias,DFC
aumento/(redução) - NC/ Outros passivos,DFC
"aumento/(redução) - NC/ rovisão para riscos trib., civ. trab.",DFC
aumento/(redução) - NC/Outros passivos,DFC
aumento/(redução) - PC/ Fornecedores,DFC
aumento/(redução) - PC/ Obrigações tributárias,DFC
aumento/(redução) - PC/ Participação de acionistas não controladores,DFC
"aumento/(redução) - PC/ Salários, PLR e encargos",DFC
"aumento/(redução) - PC/ Salários, participações nos resultados e encargos sociais, líquidos",DFC
aumento/(redução) - PC/Obrig.Tributárias,DFC
imposto de renda e contribuição social pagos,DFC
juros ativos,DFC
juros pagos,DFC
provisão para garantias de obra e contingencia,DFC
provisão para perda esperada,DFC
ucro antes do imposto de renda e da contribuição social,DFC
 (Redução) Aumento nos Passivos - Fornecedores ,DFC
 (Redução) Aumento nos Passivos - Obrigações Tributárias ,DFC
 (Redução) Aumento nos Passivos - Outros Passivos Circulantes e Não Circulantes ,DFC
 (Redução) Aumento nos Passivos - Salários e Encargos a Pagar ,DFC
 Adições ao Imobilizado ,DFC
 Adições ao Intangível ,DFC
 Adições aos Investimentos ,DFC
 Alienação de Ativos Tangíveis ,DFC
 Alienação de Investimentos,DFC
 Aplicação no Intangível ,DFC
 Aplicações Financeiras ,DFC
 Aquisição de Ativos Tangíveis ,DFC
 Aquisição de Ações Própria ,DFC
 Aquisição de Investimentos,DFC
 Captação de Empréstimos ,DFC
 Dividendos e Juros sobre o Capital Próprio Pagos ,DFC
 Liquidação de Empréstimos ,DFC
 Provisão (Reversão) Outras Contas ,DFC
 Provisão (Reversão) para Demandas Judiciais ,DFC
 Provisão (Reversão) para Descontos ,DFC
 Provisão (Reversão) para Devedores Duvidosos ,DFC
 Redução (Aumento) nos Ativos - Contas a Receber de Clientes ,DFC
 Redução (Aumento) nos Ativos - Estoques ,DFC
 Redução (Aumento) nos Ativos - Outros Ativos Circulantes e Não Circulantes ,DFC
 Redução (Aumento) nos Ativos - Tributos a Recuperar,DFC
 Variação Participação Não Controladores ,DFC
 Venda de Imobilizado ,DFC
Ágio,DFC
Ágio / Deságio na subscrição de ações,DFC
Ágio e fundo de comércio em investimento em empresas controladas,DFC
Ágio em transação de capital,DFC
Ágio na Aquisição de Empresas,DFC
Ágio na Aquisição de Investimentos,DFC
Ágio na Emissão de Ações Líquido dos Custos de Emissão,DFC
Ágio na Subscrição de Ações,DFC
Ágio na alienação de ações,DFC
Ágio na aquisição Fisia Comércio,DFC
Ágio na aquisição de investimentos,DFC
Ágio na emissão de ações,DFC
Ágio na incorporação de controladas,DFC
Ágio na recompra de eurobonds,DFC
Ágio pago na aquisição de controladas,DFC
Ágio sobre investimento,DFC
Ágio sobre investimentos,DFC
Êxito em Causas Judiciais,DFC
"( - ) Custo das vendas, locações e prestação de serviços",DRE
( - ) Custo de venda de ativos desmobilizados,DRE
(-) Deduções,DRE
(-) Deduções da receita bruta,DRE
(-) IPI,DRE
(-) Impostos e Contribuições sobre serviços prestados,DRE
(-) Impostos s/ vendas,DRE
(-) Prêmios de resseguros cedidos,DRE
(-) Recuperação de despesas,DRE
(-)Devoluções e cancelamentos,DRE
(Despesas) / Recuperação de Sinistros,DRE
(Desvalorização) valorização no valor justo de investimentos,DRE
(Perda) / reversão no valor recuperável de ativos,DRE
(Perda) Esperada com Operações de Crédito e Arrendamento Mercantil Financeiro,DRE
"(Perda) Esperada com demais Ativos Financeiros, líquida",DRE
(Perda)/Reversão Esperada com Demais Ativos Financeiros,DRE
(Provisão) reversão de perdas esperadas,DRE
(Provisões)/Reversões líquidas,DRE
Abatimentos,DRE
Achados Investigação,DRE
Acordo de Leniência/Acordo de Não Persecução Cível - ANPC,DRE
Acordo de Leniência/Ex-executivos colaboradores,DRE
Acordo de leniência,DRE
Acordos extrajudiciais,DRE
Acréscimo moratório sobre energia elétrica,DRE
Administrativa e Gerais,DRE
Administrativa e gerais,DRE
Administrativas,DRE
Administrativas e Gerais,DRE
Afretamento,DRE
Ajuste a Valor Justo,DRE
Ajuste a Valor Justo das Propriedades para Investimentos,DRE
Ajuste a Valor Justo de Investimentos,DRE
Ajuste a Valor Presente,DRE
Ajuste a Valor Presente (AVP) do Passivo de Arrendamento (CPC 06 (R2)/IFRS 16),DRE
Ajuste a valor justo,DRE
Ajuste a valor justo de ativos classificados como mantidos para venda,DRE
Ajuste ao Valor Justo de Ativo Biológico,DRE
Ajuste de Avaliação Patrimonial,DRE
Ajuste de Reclassificação de Ativo,DRE
Ajuste de Valor Justo - Ativo Biológico,DRE
Ajuste de preço de aquisição,DRE
Ajuste líquido ao Valor Justo do Ativos Biológicos,DRE
Ajuste líquidos de valor de mercado de derivativos,DRE
Ajuste referente à desvalorização em Investimentos,DRE
Ajuste referente à desvalorização em investimentos,DRE
Alienação de Investimento em Coligada,DRE
Alienação de Investimentos,DRE
Alienação de Propriedades para Investimentos,DRE
Alienação de subsidiária,DRE
Alienação do imobilizado,DRE
Alienação prop p/investimentos,DRE
Alienações de investimento em controlada,DRE
Alugueis,DRE
Alugueis (CPC 06 (R2)/IFRS 16),DRE
Alugueis e Arrendamentos,DRE
Aluguel de imóveis próprios,DRE
Aluguéis,DRE
Aluguéis de Imóveis e Condomínios,DRE
Aluguéis e Arrendamento,DRE
Amortização,DRE
Amortização Ativo Financeiro,DRE
Amortização custo de transação de empréstimos,DRE
Amortização de Intangível de Concessão Proveniente de Operações Cindidas,DRE
Amortização de ativos intangíveis,DRE
Amortização de intangíveis,DRE
Amortização de intangível da concessão,DRE
Amortização de mais valia,DRE
Amortização de mais-valia,DRE
Amortização de Ágio,DRE
Amortização de ágio,DRE
Amortização de ágio sobre investimento,DRE
Amortização do Agio,DRE
Amortização do Direito de Concessão,DRE
Amortização do Direito de Uso (CPC 06 (R2)/IFRS 16),DRE
Amortização do Intangível,DRE
Amortização do Intangível (custo),DRE
Amortização do Intangível (mais valia),DRE
Amortização do direito de exploração,DRE
Amortização do Ágio em Investimentos,DRE
Amortização do ágio sobre investimento,DRE
Amortização no Deságio,DRE
Anúncios e Publicações,DRE
Aplicação financeira,DRE
Aplicações Financeiras,DRE
Aplicações interfinanceiras de liquidez,DRE
Arrendamento e aluguéis,DRE
Ativo intangível,DRE
Ativo tangível,DRE
Ativos Biológicos,DRE
Ativos Biológicos apropriados ao custo,DRE
Atribuído a Sócios Não Controladores,DRE
Atribuído a Sócios da Empresa Controladora,DRE
Atribuído aos Sócios da Empresa Controladora,DRE
Atribuído aos Sócios não Controladores,DRE
Atualização Monetária,DRE
Atualização de Ativo regulatório,DRE
Atualização de créditos tributários,DRE
Atualização de depósitos judiciais,DRE
Atualizações monetárias ativas,DRE
Atualizações monetárias passivas,DRE
Avaliação ao valor justo de propriedade para investimento,DRE
Baixa de Ativos nãp Recuperáveis,DRE
Baixa de gastos adicionais capitalizados indevidamente,DRE
Baixa de poço seco,DRE
Baixa de ágio na remensuração de investimento,DRE
Benefícios a Empregados,DRE
Benefícios de planos de previdência,DRE
Bonificação e taxa de performance não realizado,DRE
"Bonificações, líquidas",DRE
Brindes e Amostras,DRE
COMERCIAIS,DRE
CPV,DRE
"Campanhas Publicitárias e Eventos, Feiras e Informativos",DRE
Cancelamentos e Descontos,DRE
Capitalização,DRE
Carried interest,DRE
Carteira de Trading - MTM,DRE
Cashback,DRE
Cessão de Direito de Crédito,DRE
Com Aluguel de Imóveis,DRE
Com Venda de Imóveis,DRE
Com Vendas,DRE
Com distribuição,DRE
Com estudos em desenvolvimento,DRE
Com vendas,DRE
Com vendas e comerciais,DRE
Com vendas e distribuição,DRE
Combustível para produção de energia elétrica,DRE
Comerciais,DRE
Comerciais e Marketing,DRE
Comerciais e de marketing,DRE
Comissão sobre fianças bancárias,DRE
Comissões,DRE
Comissões sobre vendas,DRE
Compartilhamento de despesas,DRE
Compensação Financeira Utilização Recursos Hídricos,DRE
Compensação Financeira pela Utilização de Recursos Hídricos,DRE
Compensação Financeira pela Utilização de Recursos Hídricos - CFURH,DRE
"Compensação de custos com risco hidrológico - Lei 14.052/20, líquido",DRE
Compensação financeira pela utilização dos recursos hídricos (CFURH),DRE
Compras de energia,DRE
Comunicações,DRE
Condomínio,DRE
"Condução, Viagens e Estadas",DRE
Confissão de Dívida,DRE
Construção,DRE
Consultoria e outros serviços,DRE
Conta de Desenvolvimento Energético - CDE,DRE
Contingencia,DRE
Contingências Trabalhistas,DRE
Contingências e Provisões,DRE
Contraprestações Líquidas/Prêmios Retidos,DRE
Contribuições a Sindicatos e Associação de Classe,DRE
Contribuições de plano de previdência,DRE
Corrente,DRE
Correção Monetária,DRE
Custo De Incorporação E Venda De Imóveis,DRE
Custo Eexploratório para Extração de Petróleo e Gás,DRE
Custo Exploratório para Extração de Petróleo e Gás,DRE
Custo Operacionais,DRE
Custo com Energia Elétrica,DRE
Custo com Pesquisa e Desenvolvimento Tecnológico,DRE
Custo com Pessoal,DRE
Custo com compra de energia,DRE
Custo com energia elétrica,DRE
Custo com operação,DRE
Custo com pessoal,DRE
Custo com renovação de frotas,DRE
Custo com serviços prestados,DRE
Custo da Outorga,DRE
Custo da operação,DRE
Custo das Locações,DRE
Custo das Mercadorias Vendidas,DRE
Custo das vendas com mercadorias,DRE
Custo das vendas e serviços,DRE
Custo das vendas e serviços prestados do varejo automotivo,DRE
Custo de Construção,DRE
Custo de Construção - CPC 17,DRE
Custo de Geração de energia elétrica,DRE
Custo de Infraestrutura,DRE
Custo de Ociosidade,DRE
Custo de Operação,DRE
Custo de Operação (Nota 25),DRE
Custo de Operação - Outros,DRE
Custo de Operação - depreciação e amortização,DRE
Custo de Produtos de crédito,DRE
Custo de Serviços,DRE
Custo de Softwares,DRE
Custo de Venda de Ativos Desmobilizados,DRE
"Custo de Venda, Locação e Prestação de Serviços",DRE
Custo de bens e/ou serviços vendidos,DRE
Custo de construção,DRE
Custo de construção da infraestrutura de concessão,DRE
Custo de construção de infraestrutura de transmissão,DRE
Custo de manutenção - IAS 37,DRE
Custo de ociosidade,DRE
Custo de operação,DRE
Custo de produção de energia elétrica,DRE
Custo de serviço de energia elétrica,DRE
Custo de serviço prestado a terceiros,DRE
Custo de serviços financeiros,DRE
Custo de venda de ativos desmobilizados,DRE
Custo de venda de mercadorias,DRE
"Custo de venda, locação e prestação de serviços",DRE
Custo de vendas e serviços de outros negócios,DRE
Custo do Fornecimento de Energia Elétrica,DRE
Custo do Serviço Prestado a Terceiros,DRE
Custo do Serviços Prestados a Terceiros,DRE
Custo do serviço de energia elétrica,DRE
Custo do serviço prestado a terceiros,DRE
Custo dos Bens Vendidos,DRE
Custo dos Bens e/ou Serviços Vendidos,DRE
Custo dos Imóveis Vendidos,DRE
Custo dos Imóveis Vendidos e dos Serviços Prestados,DRE
Custo dos Lotes Vendidos,DRE
Custo dos Produtos,DRE
Custo dos Produtos Vendidos,DRE
Custo dos Serviços Prestados,DRE
Custo dos Serviços de Construção,DRE
Custo dos Serviços de Implementação da Infraestrutura e Operação e Manutenção,DRE
Custo dos empreendimentos vendidos,DRE
Custo dos imóveis vendidos,DRE
Custo dos produtos vendidos,DRE
Custo dos produtos vendidos e serviços prestados,DRE
Custo dos serviços,DRE
Custo dos serviços prestados,DRE
Custo na Venda de Investimentos,DRE
Custos com Pesquisa e Desenvolvimento,DRE
Custos com depreciação e amortização,DRE
Custos com manutenção,DRE
Custos com meio ambiente,DRE
Custos com operação,DRE
Custos com pessoal,DRE
Custos com seguros,DRE
Custos das mercadorias vendidas,DRE
Custos de Comercialização - Previdência,DRE
Custos de Comercialização - Seguros,DRE
Custos de Construção,DRE
Custos de aquisição - outros,DRE
Custos de aquisição - seguros,DRE
Custos de incorporação e vendas imobiliárias,DRE
Custos de incorporação imobiliária,DRE
Custos dos Serviços Prestados,DRE
Custos dos imóveis vendidos,DRE
Custos dos serviços prestados,DRE
Custos dos serviços prestados ,DRE
Custos financeiros - resultados com instrumentos conversíveis,DRE
Custos operacionais,DRE
DESPESAS GERAIS E ADMINISTRATIVAS,DRE
Debêntures,DRE
Dedução da Receita,DRE
Deduções PIS/COFINS,DRE
Deduções da Receita,DRE
Deduções da Receita Bruta,DRE
Deduções da receita bruta,DRE
Demais Custos Operacionais,DRE
Demais Despesas Operacionais,DRE
Demais despesas administrativas,DRE
Demais despesas operacionais,DRE
Demais receitas operacionais,DRE
Depreciacao,DRE
Depreciação,DRE
Depreciação / Amortização,DRE
Depreciação do Imobilizado,DRE
Depreciação do Imobilizado (custo),DRE
Depreciação do Imobilizado (mais valia),DRE
Depreciação do imobilizado (mais valia),DRE
Depreciação e Amortização,DRE
Depreciação e amortização,DRE
Depreciação/Amortização,DRE
Depreciações,DRE
Depreciações e Amortizaçãoes,DRE
Depreciações e Amortizações,DRE
Depreciações e Amortizações de Direito de Uso,DRE
Depreciações e amortizações,DRE
Depreciações/Amortizações,DRE
Derivativos,DRE
Descontinuidade do Uso do Método de Equivalência Patrimonial,DRE
Descontos Concedidos,DRE
Descontos Incorridos,DRE
Descontos Obtidos,DRE
Descontos obtidos,DRE
Desenvolvimento e venda de lotes,DRE
Desepsas Comerciais,DRE
Desp.c/Partic.nos Resultados,DRE
Despesa Financeira,DRE
Despesa alienação imobilizado/investimento,DRE
Despesa com Juros de Similares,DRE
Despesa com Pessoal,DRE
Despesa com emissão de CRI/CRA,DRE
Despesa de Depreciação,DRE
Despesa de Juros,DRE
Despesa de Juros e Similares,DRE
Despesa de Pessoal,DRE
Despesa de Provisão para Perda Esperada para Risco de Crédito,DRE
Despesa de marketing,DRE
Despesa de seguros e previdência,DRE
Despesa tributarias,DRE
Despesas Administrativas,DRE
Despesas Administrativas e Comerciais,DRE
Despesas Administrativas e com Vendas,DRE
Despesas Bancárias,DRE
"Despesas Bancárias, Impostos, Descontos e Outros",DRE
Despesas Comerciais,DRE
Despesas Diversas com vendas,DRE
Despesas Diversas de Administração,DRE
Despesas Extraordinárias,DRE
Despesas Financeiras,DRE
Despesas Financeiras (Nota 26),DRE
Despesas Financeiras - Giro,DRE
Despesas Financeiras - Juros e Encargos,DRE
Despesas Financeiras - Juros sobre Arrendamentos,DRE
Despesas Financeiras - REFIS,DRE
Despesas Financeiras Diversas,DRE
Despesas Gerais Administrativas,DRE
Despesas Gerais com Rebanho,DRE
Despesas Gerais e Administrativa,DRE
Despesas Gerais e Administrativas,DRE
Despesas Gerais e Administrativas (Nota 25),DRE
Despesas Gerais e Administrativas diversas,DRE
Despesas Gerais e Adminstrativas,DRE
"Despesas Gerais, Administrativas e Comerciais",DRE
Despesas Indedutíveis e Baixa de Créditos Tributários,DRE
Despesas Legais e Judiciais,DRE
Despesas Logísticas,DRE
Despesas Operacionais,DRE
Despesas Operacionais liquidas,DRE
Despesas P&D,DRE
Despesas PERT,DRE
Despesas Tributária,DRE
Despesas Tributárias,DRE
Despesas administrativas,DRE
