account_name,statement_type
Despesas administrativas e comerciais,DRE
Despesas administrativas sede,DRE
Despesas administrativas shoopings,DRE
Despesas ambientais,DRE
Despesas com Aluguéis,DRE
Despesas com Benefícios e Resgates,DRE
"Despesas com Comissões, salários e encargos",DRE
Despesas com Depreciação e Amortização,DRE
Despesas com Donativos e Contribuições,DRE
Despesas com Fretes,DRE
Despesas com Geologia e Geofísica,DRE
Despesas com Imóveis Destinados à Renda/Venda,DRE
Despesas com Juros e Similares,DRE
Despesas com Localização e Funcionamento,DRE
Despesas com Pesquisa e Desenvolvimento,DRE
Despesas com Pesquisas e Desenvolvimento,DRE
Despesas com Pessoal,DRE
Despesas com Pessoal Próprio,DRE
Despesas com Promoção de Vendas,DRE
Despesas com Propaganda,DRE
Despesas com Provisões Operacionais,DRE
Despesas com Publicações,DRE
Despesas com Publicidade e Propaganda,DRE
Despesas com Resgates e Sorteios,DRE
Despesas com Seguros,DRE
Despesas com Serviços Prestados por Terceiros,DRE
Despesas com Serviços de Terceiros,DRE
Despesas com Serviços e Comissões,DRE
Despesas com Sinistros Retidos,DRE
Despesas com Tributos,DRE
Despesas com Vendas,DRE
Despesas com Vendas e Operacionais,DRE
"Despesas com Vendas, Gerais e Administrativa",DRE
Despesas com aluguel e arrendamento,DRE
Despesas com aluguel e arrendamentos,DRE
Despesas com aluguéis,DRE
Despesas com benefícios e resgates - Previdência,DRE
Despesas com comunicação,DRE
Despesas com depreciação e amortização,DRE
"Despesas com depreciação, amortização",DRE
Despesas com desenvolvimento de tecnologia e produtos,DRE
Despesas com entregas,DRE
Despesas com exploração,DRE
Despesas com exploração e poço seco,DRE
Despesas com gastos com desenvolvimento,DRE
Despesas com gastos exploratórios,DRE
Despesas com guarda e segurança,DRE
Despesas com honorarios serv. profissionais,DRE
"Despesas com impostos, taxas e contribuições",DRE
Despesas com manutenção e conservação,DRE
Despesas com manutenção e consevação,DRE
Despesas com ociosidade,DRE
Despesas com pesquisas e desenvolvimento,DRE
Despesas com pessoal,DRE
Despesas com pessoal e administradores,DRE
Despesas com projetos para locação,DRE
Despesas com projetos para venda,DRE
Despesas com propaganda e publicidade,DRE
Despesas com provisão para crédito de liquidação duvidosa,DRE
Despesas com provisão para perdas de crédito,DRE
Despesas com restaurantes e vendas,DRE
Despesas com salários e encargos,DRE
Despesas com transações,DRE
Despesas com tributos,DRE
Despesas com vendas,DRE
Despesas com veículos,DRE
Despesas com viagem,DRE
Despesas com viagens,DRE
Despesas comerciais,DRE
"Despesas comerciais, administrativas e gerais",DRE
Despesas comerciais/marketing,DRE
Despesas da Administração,DRE
Despesas da Intermediação Financeira,DRE
Despesas de Administração,DRE
Despesas de Aluguéis,DRE
Despesas de Comercialização,DRE
Despesas de Comercialização de Op. de Capitalização,DRE
Despesas de Comercialização de Prev. Complementar,DRE
Despesas de Comercialização de Resseguros,DRE
Despesas de Comercialização de Seguros,DRE
Despesas de Comunicação,DRE
Despesas de Depreciação,DRE
Despesas de Equivalência Patrimonial,DRE
Despesas de Intermediação Financeira,DRE
Despesas de Juros,DRE
Despesas de Juros e Rendimentos,DRE
Despesas de Juros e Similares,DRE
Despesas de Passoal,DRE
Despesas de Pessoal,DRE
Despesas de Serviços Prestados,DRE
Despesas de Serviços e Comissões,DRE
"Despesas de Vendas, Administrativas e Gerais",DRE
Despesas de Viagem,DRE
Despesas de depreciação,DRE
Despesas de depreciação e amortização,DRE
Despesas de juros,DRE
Despesas de juros e similares,DRE
Despesas de pessoal,DRE
Despesas de tarifas e comissões,DRE
Despesas de tratamento e manutenção,DRE
Despesas e encargos financeiros,DRE
Despesas extraordinarias,DRE
Despesas financeiras,DRE
Despesas financeiros,DRE
Despesas gerais e administrativas,DRE
Despesas gerais e administrativos,DRE
Despesas gerais e adminstrativas,DRE
Despesas na recompra de Bonds,DRE
Despesas operacionais,DRE
Despesas tributárias,DRE
Despesas variáveis de venda,DRE
Despesas/Receitas Operacionais,DRE
Deságio Dívida - Recuperação Judicial,DRE
Deságio na Aquisição de Investimentos,DRE
Devoluções/Descontos/Impostos s/ Vendas,DRE
Diferido,DRE
Disponibilização do Sistema de Transmissão,DRE
Dividendos,DRE
Dividendos Recebidos,DRE
Dividendos de Investimentos,DRE
Dividendos recebidos de investida classificada como ativo não circulante mantido para venda,DRE
Doações e contribuições,DRE
Dos Imoveis Locados e Serviços,DRE
Dos imoveis Vendidos e Revendidos,DRE
Efeito de hiperinflação,DRE
Efeito líquido dos derivativos,DRE
Empréstimos e Financiamentos,DRE
Encargo de uso do sistema de transmissão e distribuilção,DRE
Encargos Indiretos com Mão de Obra,DRE
Encargos Sociais sobre Serviços,DRE
Encargos da dívida,DRE
Encargos de Dívidas,DRE
Encargos de Uso do Sistema de Transmissão,DRE
Encargos de arrendamento mercantil,DRE
Encargos de dívidas,DRE
Encargos de uso da Rede Basica de Trasmissão,DRE
Encargos de uso da rede básica de transmissão,DRE
Encargos de uso da rede elétrica,DRE
Encargos de uso de rede elétrica e de conexão,DRE
"Encargos de uso do sistema de conexão e transmissão, e taxa de fiscalização",DRE
Encargos de uso do sistema de distribuição,DRE
Encargos do Consumidor - P&D / MME / FNDCT,DRE
Encargos do Uso da Rede Elétrica - CUST,DRE
Encargos sobre recursos de acionistas,DRE
Encargos sobre uso da rede elétrica,DRE
Energia,DRE
Energia Comprada para Revenda,DRE
Energia Eletrica Comprada para Revenda,DRE
Energia Elétrica Comprada para Revenda,DRE
Energia Elétrica de Curto Prazo,DRE
Energia comprada,DRE
Energia comprada para revenda,DRE
Energia e Comunicação,DRE
Energia eletrica camprada para revenda,DRE
Energia elétrica comprada,DRE
Energia elétrica comprada para revenda,DRE
Entidade de Previdência Privada,DRE
Equivalencia Patrimonial,DRE
Equivalencia patrimonial,DRE
Equivalência Patrimonial,DRE
Equivalência Patrimonial Proveniente da Operações Descontinuadas de Coligada,DRE
Equivalência Patrimonial Proveniente da Operações Descontinuadas de Controlada,DRE
Equivalência patrimonial,DRE
Equivalência patrimonial das controladas em conjunto,DRE
Equivalência patrimonial em associadas,DRE
Evento Brumadinho,DRE
Eventos Extraordinários,DRE
Eventos/Sinistros Conhecidos ou Avisados,DRE
Fornecimento bruto de energia elétrica,DRE
Fornecimento de Energia Eletrica,DRE
Frete de Terceiros,DRE
"Fretes, Seguros e Transportes",DRE
Frota Própria,DRE
Ganho (perda) líquido com ativos e passivos financeiros,DRE
Ganho (perda) na alienação de ativos,DRE
Ganho (perda) no investimento,DRE
"Ganho / (perda) de variação cambial, líquida",DRE
Ganho Participação em Investimento,DRE
Ganho com Valor Justo de Propriedades para Investimentos,DRE
Ganho com valor justo das propriedades para investimentos,DRE
Ganho com valor justo de propriedades para investimento,DRE
Ganho com venda de fazenda,DRE
Ganho de variação monetária,DRE
Ganho na Remensuração de Participação,DRE
Ganho na Variação do Percentual de Participação,DRE
"Ganho na alienação de ativo mantido para venda, líquido",DRE
Ganho na alienação de investimento,DRE
Ganho na alienação de investimentos,DRE
Ganho na alienação de participação societária,DRE
Ganho na conversão da dívida em Instrumento de Patrimônio,DRE
Ganho na diluição/aumento de participação,DRE
Ganho na distribuição de lucro,DRE
Ganho na remensuração de investimento,DRE
Ganho na venda de participação societária,DRE
Ganho no valor recuperável de ativos financeiros,DRE
Ganho por Compra Vantajosa de Investimentos,DRE
Ganho por compra vantajosa,DRE
Ganho(perda) com Investimentos,DRE
Ganho/Perda de Investimentos,DRE
Ganho/Perda na Alienação de Imobilizado,DRE
Ganhos (Perdas) Líquidos com Ativos e passivos Financeiros ao Valor Justo,DRE
Ganhos (Perdas) de Capital,DRE
Ganhos (perdas) com ativos e passivos financeiros (líquidos),DRE
Ganhos (perdas) líquidas sobre contas a receber e ativos de contrato,DRE
Ganhos / (Perda) Líquidos de Ativos e Passivos Financeiros ao valor justo por meio do resultado,DRE
Ganhos / (Perdas) Líquidos de Ativos Financeiros ao VJORA,DRE
Ganhos / (Perdas) Líquidos de Operações de Câmbio,DRE
Ganhos cambiais em investimentos,DRE
Ganhos com Derivativos,DRE
"Ganhos com instrumentos financeiros, líquido",DRE
Ganhos com parcelamentos de obrigações sociais e fiscais,DRE
Ganhos de Capital,DRE
Ganhos e perdas em ativos mantidos para venda e vendas de participações em controladas,DRE
Ganhos em Operações com Derivativos,DRE
Ganhos em Participações Societárias,DRE
Ganhos líquidos sobre instrumentos financeiros,DRE
Ganhos na Alienação de Investimentos,DRE
Ganhos não realizados com instrumentos derivativos,DRE
Ganhos ou Perdas com Ativos não Correntes,DRE
Ganhos pela não recuperabilidade de ativos financeiros,DRE
Ganhos tributários,DRE
Ganhos/(Perdas) Líquidas com Ativos Financeiros ao Valor Justo por meio de Outros Resultados Abrange,DRE
Ganhos/(Perdas) na Alienação de Investimentos,DRE
Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,DRE
Ganhos/Perdas em Créditos Líquidos,DRE
Gastos Administrativos,DRE
Gastos Gerais,DRE
Gastos Gerais Administrativos,DRE
Gastos Gerais Fixos,DRE
Gastos com Viagens e Estadia,DRE
Gastos com exploração,DRE
Gerais e Administrativa,DRE
Gerais e Administrativas,DRE
Gerais e Admnistrativas,DRE
Gerais e administrativas,DRE
Gerias e administrativas,DRE
Gestão de ativos,DRE
Gratificação a Adminstradores,DRE
Gás Comprado para Revenda,DRE
Honararios da Administração,DRE
Honorarios da Administração,DRE
Honorarios da Diretoria e Conselhos Adm e Fiscal,DRE
Honorarios dos Administradores,DRE
Honorário de Diretoria e Conselho de Administração,DRE
Honorários - Administração,DRE
Honorários Administradores,DRE
Honorários da Administração,DRE
Honorários da Diretoria,DRE
Honorários da Diretoria e Conselho de Administração,DRE
Honorários da administração,DRE
Honorários do Conselho Fiscal,DRE
Honorários dos Administradores,DRE
Honorários e participação da administrativa,DRE
ICMS/ISS,DRE
IR e CS Corrente,DRE
IR e CS Diferido,DRE
Impairment Ecoporto/Ativo sujeito a indenização,DRE
Impairment ágio,DRE
Imposto de Renda e Contribuição Social sobre o Lucro,DRE
Imposto de renda e contribuição social - correntes,DRE
Imposto de renda e contribuição social - diferidos,DRE
Imposto de renda e contribuição social corrente,DRE
Imposto de renda e contribuição social correntes,DRE
Imposto de renda e contribuição social diferidos,DRE
Impostos Incidentes Sobre Vendas,DRE
Impostos Sobre Vendas De Imóveis E Serviços,DRE
Impostos e Taxas,DRE
Impostos e Taxas Diversos,DRE
Impostos e contribuições,DRE
Impostos e contribuições sobre a receita,DRE
Impostos e encargos incidentes sobre as receitas,DRE
Impostos e outras deduções,DRE
Impostos s/ Vendas,DRE
Impostos sobre Serviços,DRE
Impostos sobre Vendas,DRE
Impostos sobre Vendas de Bens e Seviços,DRE
Impostos sobre a formação da Companhia,DRE
Impostos sobre serviços,DRE
"Impostos, Taxas e Contribuições",DRE
"Impostos, Taxas e Despesas com Cartórios",DRE
Incorporação e Revenda de Imoveis,DRE
Indenizações Contratuais,DRE
Infra-estrutura,DRE
Institucionais e legais,DRE
Instrumentos financeiros derivativos,DRE
Juros,DRE
Juros Partes relacionadas,DRE
Juros Recebidos,DRE
Juros de debêntures,DRE
Juros de empréstimos e financiamentos,DRE
Juros de passivos de arrendamento,DRE
Juros de provisão de abandono,DRE
Juros e outras despesas financeiras,DRE
Juros sobre Capital Próprio - Coligada,DRE
Juros sobre arrendamentos,DRE
Juros sobre capital próprio,DRE
Juros sobre mútuos,DRE
"Lei Rouanet, Incentivos Audiovisuais, Esportivos e Outros",DRE
Locação,DRE
Logistica e distribuição,DRE
Logística e Distribuição,DRE
Loteamento,DRE
Lucro Básico por Ação,DRE
Lucro Diluído por Ação,DRE
Lucro Proveniente da Alienação de Bens do Ativo Imobilizado,DRE
Lucro ou Prejuízo Líquido Consolidado do Período,DRE
Lucro ou Prejuízo antes das Participações e Contribuições Estatutárias,DRE
Lucro ou Prejuízo das Operações Continuadas,DRE
Lucro por Ação (R$/Ação),DRE
Lucro por Ação - (R$ / Ação),DRE
Lucro por Ação - (Reais / Ação),DRE
Lucro/Prejuizo Liquido das Operações Descontinuadas Não Controladores,DRE
Lucro/Prejuízo Consolidado do Período,DRE
Lucro/Prejuízo Líquido das Operações Descontinuadas,DRE
Mais valia investimento liquida IR,DRE
Manutenção Predial e Outros,DRE
Manutenção de Máquinas e Equipamentos,DRE
Manutenção de Softwares,DRE
Marcação a mercado de instrumentos financeiros,DRE
Materia-prima e insumos p/ prod energia eletrica,DRE
Materiais,DRE
Materiais Diversos,DRE
Materiais Odontológicos,DRE
"Materiais, Equipamentos e Veículos",DRE
Material,DRE
Material de Consumo,DRE
Material de consumo,DRE
Mercado Externo,DRE
Mercado Interno,DRE
Movimentação de valor justo de ativos biológicos e produtos agrícolas,DRE
Mtm contratos de energia,DRE
Mudanças na estimativa para propriedades em cuidados e manutenção,DRE
Multa e juros pagos ou incorridos,DRE
Multas,DRE
Multas e juros recebidos ou auferidos,DRE
Mão de Obra,DRE
Não Recorrentes,DRE
ON,DRE
Operação co TVM,DRE
Operação de aeroportos,DRE
Operação de cabotagem,DRE
Operação de energia,DRE
Operação portuária,DRE
"Operação, manutenção e conservação de rodovias",DRE
Operações com Derivativos,DRE
Operações de Capitalização,DRE
Operações de Fusões e Aquisições,DRE
Operações de Mútuo,DRE
Operações de Previdência Complementar,DRE
Operações de Resseguros,DRE
Operações de Seguros,DRE
Operações de assistência a saúde,DRE
Operações de crédito,DRE
Operações de swap líquidas,DRE
Outas Receitas Operacionais,DRE
Outorga de Opções de Ações,DRE
Outras,DRE
Outras (Despesas) Receitas Operacionais,DRE
Outras (despesas) receitas operacionais,DRE
"Outras (despesas)/receitas operacionais, liquidas",DRE
Outras Despesas,DRE
Outras Despesas (Nota 25),DRE
Outras Despesas Administrativas,DRE
Outras Despesas Financeiras,DRE
Outras Despesas Gerais,DRE
Outras Despesas Gerais e Administrativ,DRE
Outras Despesas Gerais e Administrativas,DRE
Outras Despesas Operacionais,DRE
Outras Despesas Operacionais - Previdência,DRE
Outras Despesas Operacionais - Seguros,DRE
"Outras Despesas Operacionais, Líquidas",DRE
Outras Despesas Operarionais,DRE
Outras Despesas Patrimoniais - Uruguai,DRE
Outras Despesas de Administrativas,DRE
Outras Despesas de Op. de Capitalização,DRE
Outras Despesas de Prev. Complementar,DRE
Outras Despesas de Resseguros,DRE
Outras Despesas de Seguros,DRE
Outras Despesas e Receitas Operacionais,DRE
